r_L7	1.00000000000000000
r_R7	-1.00000000000000000
r_07	0.00000000000000000
asym.rho_L.admissible	1.00000000000000000
asym.rho_L.rho_a	0.62500000000000000
asym.rho_L.rho_b	0.06250000000000000
asym.rho_L.rho_c	0.06250000000000000
asym.rho_L.rho_d	0.37500000000000000
asym.rho_L.det	0.23046875000000000
asym.rho_L.p_Pplus	0.62500000000000000
asym.rho_L.p_Qplus	0.56250000000000000
asym.rho_L.pq_Pplus_Qplus	0.31250000000000000
asym.rho_L.pq_Pplus_Qminus	0.31250000000000000
asym.rho_L.pq_Pminus_Qplus	0.18750000000000000
asym.rho_L.pq_Pminus_Qminus	0.18750000000000000
asym.rho_L.qp_Qplus_Pplus	0.28125000000000000
asym.rho_L.qp_Qplus_Pminus	0.28125000000000000
asym.rho_L.qp_Qminus_Pplus	0.21875000000000000
asym.rho_L.qp_Qminus_Pminus	0.21875000000000000
asym.rho_L.marginal_P_after_Q	0.50000000000000000
asym.rho_L.qQQ	0.00000000000000000
asym.rho_R.admissible	1.00000000000000000
asym.rho_R.rho_a	0.37500000000000000
asym.rho_R.rho_b	-0.06250000000000000
asym.rho_R.rho_c	-0.06250000000000000
asym.rho_R.rho_d	0.62500000000000000
asym.rho_R.det	0.23046875000000000
asym.rho_R.p_Pplus	0.37500000000000000
asym.rho_R.p_Qplus	0.43750000000000000
asym.rho_R.pq_Pplus_Qplus	0.18750000000000000
asym.rho_R.pq_Pplus_Qminus	0.18750000000000000
asym.rho_R.pq_Pminus_Qplus	0.31250000000000000
asym.rho_R.pq_Pminus_Qminus	0.31250000000000000
asym.rho_R.qp_Qplus_Pplus	0.21875000000000000
asym.rho_R.qp_Qplus_Pminus	0.21875000000000000
asym.rho_R.qp_Qminus_Pplus	0.28125000000000000
asym.rho_R.qp_Qminus_Pminus	0.28125000000000000
asym.rho_R.marginal_P_after_Q	0.50000000000000000
asym.rho_R.qQQ	0.00000000000000000
asym.rho_0.admissible	1.00000000000000000
asym.rho_0.rho_a	0.50000000000000000
asym.rho_0.rho_b	0.00000000000000000
asym.rho_0.rho_c	0.00000000000000000
asym.rho_0.rho_d	0.50000000000000000
asym.rho_0.det	0.25000000000000000
asym.rho_0.p_Pplus	0.50000000000000000
asym.rho_0.p_Qplus	0.50000000000000000
asym.rho_0.pq_Pplus_Qplus	0.25000000000000000
asym.rho_0.pq_Pplus_Qminus	0.25000000000000000
asym.rho_0.pq_Pminus_Qplus	0.25000000000000000
asym.rho_0.pq_Pminus_Qminus	0.25000000000000000
asym.rho_0.qp_Qplus_Pplus	0.25000000000000000
asym.rho_0.qp_Qplus_Pminus	0.25000000000000000
asym.rho_0.qp_Qminus_Pplus	0.25000000000000000
asym.rho_0.qp_Qminus_Pminus	0.25000000000000000
asym.rho_0.marginal_P_after_Q	0.50000000000000000
asym.rho_0.qQQ	0.00000000000000000
asym.invalid.admissible	0.00000000000000000
asym.invalid.det_sigma	-0.00312500000000001
sym.rho_L.admissible	1.00000000000000000
sym.rho_L.rho_a	0.62500000000000000
sym.rho_L.rho_b	0.12500000000000000
sym.rho_L.rho_c	0.12500000000000000
sym.rho_L.rho_d	0.37500000000000000
sym.rho_L.det	0.21875000000000000
sym.rho_L.p_Pplus	0.62500000000000000
sym.rho_L.p_Qplus	0.62500000000000000
sym.rho_L.pq_Pplus_Qplus	0.31250000000000000
sym.rho_L.pq_Pplus_Qminus	0.31250000000000000
